task_id,task_number,task_type,graph_name,run_idx,raw_answer,parsed_answer,expected_metric_values,expected_top_3,predicted_metric_values,predicted_top_3,metric_accuracy,ranking_accuracy,overall_correct
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,2,"{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,3,"{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,4,"{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,5,"{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T5_choice,5,T5_choice,graph_3,1,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T5_choice,5,T5_choice,graph_3,2,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T5_choice,5,T5_choice,graph_3,3,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T5_choice,5,T5_choice,graph_3,4,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_3_T5_choice,5,T5_choice,graph_3,5,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",1.0,1.0,1
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,1,"{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]",1.0,1.0,1
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,2,"{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]",1.0,1.0,1
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,3,"{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]",1.0,1.0,1
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,4,"{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]",1.0,1.0,1
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,5,"{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]",1.0,1.0,1
graph_4_T5_choice,5,T5_choice,graph_4,1,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]",1.0,1.0,1
graph_4_T5_choice,5,T5_choice,graph_4,2,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]",1.0,1.0,1
graph_4_T5_choice,5,T5_choice,graph_4,3,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]",1.0,1.0,1
