task_id,task_type,graph_name,run_idx,question,expected_answer,raw_answer,parsed_answer,normalized_model_answer,correct,model,temperature
graph_4_L3,L3_two_step_reachability,graph_4,2,Which spaces can be reached from hall in two steps or fewer? Exclude hall itself.,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]",1,claude-sonnet-4-6,0.2
graph_4_L3,L3_two_step_reachability,graph_4,3,Which spaces can be reached from hall in two steps or fewer? Exclude hall itself.,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]",1,claude-sonnet-4-6,0.2
graph_4_L3,L3_two_step_reachability,graph_4,4,Which spaces can be reached from hall in two steps or fewer? Exclude hall itself.,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]",1,claude-sonnet-4-6,0.2
graph_4_L3,L3_two_step_reachability,graph_4,5,Which spaces can be reached from hall in two steps or fewer? Exclude hall itself.,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","{""answer"": [""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]}","[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""kitchen"", ""living_room"", ""service_entry"", ""sleeping_porch"", ""stair"", ""sun_room""]",1,claude-sonnet-4-6,0.2
graph_5_L1,L1_direct_adjacency,graph_5,1,Which spaces are directly connected to hall_1?,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1,claude-sonnet-4-6,0.2
graph_5_L1,L1_direct_adjacency,graph_5,2,Which spaces are directly connected to hall_1?,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1,claude-sonnet-4-6,0.2
graph_5_L1,L1_direct_adjacency,graph_5,3,Which spaces are directly connected to hall_1?,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1,claude-sonnet-4-6,0.2
graph_5_L1,L1_direct_adjacency,graph_5,4,Which spaces are directly connected to hall_1?,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1,claude-sonnet-4-6,0.2
graph_5_L1,L1_direct_adjacency,graph_5,5,Which spaces are directly connected to hall_1?,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1,claude-sonnet-4-6,0.2
graph_5_L2,L2_degree_comparison,graph_5,1,Which space has more direct connections: living_room_1 or dining_room_1?,"{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","""living_room_1""",1,claude-sonnet-4-6,0.2
graph_5_L2,L2_degree_comparison,graph_5,2,Which space has more direct connections: living_room_1 or dining_room_1?,"{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","""living_room_1""",1,claude-sonnet-4-6,0.2
graph_5_L2,L2_degree_comparison,graph_5,3,Which space has more direct connections: living_room_1 or dining_room_1?,"{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","""living_room_1""",1,claude-sonnet-4-6,0.2
graph_5_L2,L2_degree_comparison,graph_5,4,Which space has more direct connections: living_room_1 or dining_room_1?,"{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","""living_room_1""",1,claude-sonnet-4-6,0.2
graph_5_L2,L2_degree_comparison,graph_5,5,Which space has more direct connections: living_room_1 or dining_room_1?,"{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","""living_room_1""",1,claude-sonnet-4-6,0.2
graph_5_L3,L3_two_step_reachability,graph_5,1,Which spaces can be reached from hall_1 in two steps or fewer? Exclude hall_1 itself.,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1,claude-sonnet-4-6,0.2
graph_5_L3,L3_two_step_reachability,graph_5,2,Which spaces can be reached from hall_1 in two steps or fewer? Exclude hall_1 itself.,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1,claude-sonnet-4-6,0.2
graph_5_L3,L3_two_step_reachability,graph_5,3,Which spaces can be reached from hall_1 in two steps or fewer? Exclude hall_1 itself.,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1,claude-sonnet-4-6,0.2
graph_5_L3,L3_two_step_reachability,graph_5,4,Which spaces can be reached from hall_1 in two steps or fewer? Exclude hall_1 itself.,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1,claude-sonnet-4-6,0.2
graph_5_L3,L3_two_step_reachability,graph_5,5,Which spaces can be reached from hall_1 in two steps or fewer? Exclude hall_1 itself.,"[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1,claude-sonnet-4-6,0.2
