task_id,task_number,task_type,graph_name,run_idx,raw_answer,parsed_answer,expected_top_3,predicted_top_3,metric_accuracy,ranking_accuracy,overall_correct
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,2,"{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.4545, ""service_entry"": 3.0, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.4545, ""service_entry"": 3.0, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","[""hall"", ""dining_room"", ""kitchen""]","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1.0,0
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,3,"{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.5455, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.5455, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","[""hall"", ""dining_room"", ""kitchen""]","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1.0,0
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,4,"{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","[""hall"", ""dining_room"", ""kitchen""]","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1.0,0
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,5,"{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.8182, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.8182, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.8182, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.8182, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","[""hall"", ""dining_room"", ""kitchen""]","[""hall"", ""dining_room"", ""kitchen""]",0.0,1.0,0
graph_4_T5_choice,5,T5_choice,graph_4,1,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 20.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 20.0, ""living_room"": 11.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 9.0}, ""top_3_highest_choice"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 20.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 20.0, ""living_room"": 11.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 9.0}, ""top_3_highest_choice"": [""hall"", ""dining_room"", ""kitchen""]}","[""hall"", ""kitchen"", ""dining_room""]","[""hall"", ""dining_room"", ""kitchen""]",0.4166666666666667,0.3333333333333333,0
graph_4_T5_choice,5,T5_choice,graph_4,2,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.5, ""living_room"": 9.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.0, ""stair"": 0.0, ""sun_room"": 4.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.5, ""living_room"": 9.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.0, ""stair"": 0.0, ""sun_room"": 4.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","[""hall"", ""kitchen"", ""dining_room""]","[""hall"", ""kitchen"", ""dining_room""]",0.3333333333333333,1.0,0
graph_4_T5_choice,5,T5_choice,graph_4,3,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 9.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 9.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","[""hall"", ""kitchen"", ""dining_room""]","[""hall"", ""kitchen"", ""dining_room""]",0.3333333333333333,1.0,0
graph_4_T5_choice,5,T5_choice,graph_4,4,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 10.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 10.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","[""hall"", ""kitchen"", ""dining_room""]","[""hall"", ""kitchen"", ""dining_room""]",0.4166666666666667,1.0,0
graph_4_T5_choice,5,T5_choice,graph_4,5,"{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 9.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 13.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 18.0, ""living_room"": 9.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 7.0}, ""top_3_highest_choice"": [""hall"", ""kitchen"", ""dining_room""]}","[""hall"", ""kitchen"", ""dining_room""]","[""hall"", ""kitchen"", ""dining_room""]",0.3333333333333333,1.0,0
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,1,"{""metric_values"": {""bath_room_1"": 4.6, ""bath_room_2"": 4.6, ""bed_room_1"": 4.6, ""bed_room_2"": 4.6, ""bed_room_3"": 4.6, ""bed_room_4"": 4.6, ""dining_room_1"": 3.6, ""dining_room_2"": 3.6, ""front_porch_1"": 2.6, ""front_porch_2"": 2.6, ""hall_1"": 3.6, ""hall_2"": 3.6, ""kitchen_1"": 4.6, ""kitchen_2"": 4.6, ""landing"": 2.0, ""living_room_1"": 2.6, ""living_room_2"": 2.6, ""service_porch_1"": 5.6, ""service_porch_2"": 5.6, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","{""metric_values"": {""bath_room_1"": 4.6, ""bath_room_2"": 4.6, ""bed_room_1"": 4.6, ""bed_room_2"": 4.6, ""bed_room_3"": 4.6, ""bed_room_4"": 4.6, ""dining_room_1"": 3.6, ""dining_room_2"": 3.6, ""front_porch_1"": 2.6, ""front_porch_2"": 2.6, ""hall_1"": 3.6, ""hall_2"": 3.6, ""kitchen_1"": 4.6, ""kitchen_2"": 4.6, ""landing"": 2.0, ""living_room_1"": 2.6, ""living_room_2"": 2.6, ""service_porch_1"": 5.6, ""service_porch_2"": 5.6, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","[""stair"", ""living_room_1"", ""living_room_2""]","[""landing"", ""stair"", ""front_porch_1""]",0.3,0.0,0
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,2,"{""metric_values"": {""bath_room_1"": 4.6, ""bath_room_2"": 4.6, ""bed_room_1"": 4.6, ""bed_room_2"": 4.6, ""bed_room_3"": 4.6, ""bed_room_4"": 4.6, ""dining_room_1"": 3.6, ""dining_room_2"": 3.6, ""front_porch_1"": 2.6, ""front_porch_2"": 2.6, ""hall_1"": 3.6, ""hall_2"": 3.6, ""kitchen_1"": 4.6, ""kitchen_2"": 4.6, ""landing"": 2.0, ""living_room_1"": 2.6, ""living_room_2"": 2.6, ""service_porch_1"": 5.6, ""service_porch_2"": 5.6, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","{""metric_values"": {""bath_room_1"": 4.6, ""bath_room_2"": 4.6, ""bed_room_1"": 4.6, ""bed_room_2"": 4.6, ""bed_room_3"": 4.6, ""bed_room_4"": 4.6, ""dining_room_1"": 3.6, ""dining_room_2"": 3.6, ""front_porch_1"": 2.6, ""front_porch_2"": 2.6, ""hall_1"": 3.6, ""hall_2"": 3.6, ""kitchen_1"": 4.6, ""kitchen_2"": 4.6, ""landing"": 2.0, ""living_room_1"": 2.6, ""living_room_2"": 2.6, ""service_porch_1"": 5.6, ""service_porch_2"": 5.6, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","[""stair"", ""living_room_1"", ""living_room_2""]","[""landing"", ""stair"", ""front_porch_1""]",0.3,0.0,0
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,3,"{""metric_values"": {""bath_room_1"": 4.4211, ""bath_room_2"": 4.4211, ""bed_room_1"": 4.4211, ""bed_room_2"": 4.4211, ""bed_room_3"": 4.4211, ""bed_room_4"": 4.4211, ""dining_room_1"": 3.4211, ""dining_room_2"": 3.4211, ""front_porch_1"": 2.8421, ""front_porch_2"": 2.8421, ""hall_1"": 3.4211, ""hall_2"": 3.4211, ""kitchen_1"": 4.4211, ""kitchen_2"": 4.4211, ""landing"": 2.1053, ""living_room_1"": 2.4211, ""living_room_2"": 2.4211, ""service_porch_1"": 5.4211, ""service_porch_2"": 5.4211, ""stair"": 2.1053}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""living_room_1""]}","{""metric_values"": {""bath_room_1"": 4.4211, ""bath_room_2"": 4.4211, ""bed_room_1"": 4.4211, ""bed_room_2"": 4.4211, ""bed_room_3"": 4.4211, ""bed_room_4"": 4.4211, ""dining_room_1"": 3.4211, ""dining_room_2"": 3.4211, ""front_porch_1"": 2.8421, ""front_porch_2"": 2.8421, ""hall_1"": 3.4211, ""hall_2"": 3.4211, ""kitchen_1"": 4.4211, ""kitchen_2"": 4.4211, ""landing"": 2.1053, ""living_room_1"": 2.4211, ""living_room_2"": 2.4211, ""service_porch_1"": 5.4211, ""service_porch_2"": 5.4211, ""stair"": 2.1053}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""living_room_1""]}","[""stair"", ""living_room_1"", ""living_room_2""]","[""landing"", ""stair"", ""living_room_1""]",0.1,0.0,0
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,4,"{""metric_values"": {""bath_room_1"": 4.7, ""bath_room_2"": 4.7, ""bed_room_1"": 4.7, ""bed_room_2"": 4.7, ""bed_room_3"": 4.7, ""bed_room_4"": 4.7, ""dining_room_1"": 3.7, ""dining_room_2"": 3.7, ""front_porch_1"": 2.7, ""front_porch_2"": 2.7, ""hall_1"": 3.7, ""hall_2"": 3.7, ""kitchen_1"": 4.7, ""kitchen_2"": 4.7, ""landing"": 2.0, ""living_room_1"": 2.7, ""living_room_2"": 2.7, ""service_porch_1"": 5.7, ""service_porch_2"": 5.7, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","{""metric_values"": {""bath_room_1"": 4.7, ""bath_room_2"": 4.7, ""bed_room_1"": 4.7, ""bed_room_2"": 4.7, ""bed_room_3"": 4.7, ""bed_room_4"": 4.7, ""dining_room_1"": 3.7, ""dining_room_2"": 3.7, ""front_porch_1"": 2.7, ""front_porch_2"": 2.7, ""hall_1"": 3.7, ""hall_2"": 3.7, ""kitchen_1"": 4.7, ""kitchen_2"": 4.7, ""landing"": 2.0, ""living_room_1"": 2.7, ""living_room_2"": 2.7, ""service_porch_1"": 5.7, ""service_porch_2"": 5.7, ""stair"": 2.0}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","[""stair"", ""living_room_1"", ""living_room_2""]","[""landing"", ""stair"", ""front_porch_1""]",0.6,0.0,0
graph_5_T4_mean_depth,4,T4_mean_depth,graph_5,5,"{""metric_values"": {""bath_room_1"": 4.7, ""bath_room_2"": 4.7, ""bed_room_1"": 4.7, ""bed_room_2"": 4.7, ""bed_room_3"": 4.7, ""bed_room_4"": 4.7, ""dining_room_1"": 3.7, ""dining_room_2"": 3.7, ""front_porch_1"": 2.7, ""front_porch_2"": 2.7, ""hall_1"": 3.7, ""hall_2"": 3.7, ""kitchen_1"": 4.7, ""kitchen_2"": 4.7, ""landing"": 2.1, ""living_room_1"": 2.7, ""living_room_2"": 2.7, ""service_porch_1"": 5.7, ""service_porch_2"": 5.7, ""stair"": 2.1}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","{""metric_values"": {""bath_room_1"": 4.7, ""bath_room_2"": 4.7, ""bed_room_1"": 4.7, ""bed_room_2"": 4.7, ""bed_room_3"": 4.7, ""bed_room_4"": 4.7, ""dining_room_1"": 3.7, ""dining_room_2"": 3.7, ""front_porch_1"": 2.7, ""front_porch_2"": 2.7, ""hall_1"": 3.7, ""hall_2"": 3.7, ""kitchen_1"": 4.7, ""kitchen_2"": 4.7, ""landing"": 2.1, ""living_room_1"": 2.7, ""living_room_2"": 2.7, ""service_porch_1"": 5.7, ""service_porch_2"": 5.7, ""stair"": 2.1}, ""top_3_lowest_mean_depth"": [""landing"", ""stair"", ""front_porch_1""]}","[""stair"", ""living_room_1"", ""living_room_2""]","[""landing"", ""stair"", ""front_porch_1""]",0.6,0.0,0
graph_5_T5_choice,5,T5_choice,graph_5,1,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 17.0, ""dining_room_2"": 17.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 51.0, ""living_room_1"": 53.0, ""living_room_2"": 53.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 83.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 17.0, ""dining_room_2"": 17.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 51.0, ""living_room_1"": 53.0, ""living_room_2"": 53.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 83.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","[""living_room_1"", ""living_room_2"", ""stair""]","[""stair"", ""living_room_1"", ""living_room_2""]",0.45,0.0,0
graph_5_T5_choice,5,T5_choice,graph_5,2,"{""metric_values"": {""bath_room_1"": 0, ""bath_room_2"": 0, ""bed_room_1"": 0, ""bed_room_2"": 0, ""bed_room_3"": 0, ""bed_room_4"": 0, ""dining_room_1"": 9, ""dining_room_2"": 9, ""front_porch_1"": 17, ""front_porch_2"": 17, ""hall_1"": 40, ""hall_2"": 40, ""kitchen_1"": 9, ""kitchen_2"": 9, ""landing"": 51, ""living_room_1"": 53, ""living_room_2"": 53, ""service_porch_1"": 0, ""service_porch_2"": 0, ""stair"": 72}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 0, ""bath_room_2"": 0, ""bed_room_1"": 0, ""bed_room_2"": 0, ""bed_room_3"": 0, ""bed_room_4"": 0, ""dining_room_1"": 9, ""dining_room_2"": 9, ""front_porch_1"": 17, ""front_porch_2"": 17, ""hall_1"": 40, ""hall_2"": 40, ""kitchen_1"": 9, ""kitchen_2"": 9, ""landing"": 51, ""living_room_1"": 53, ""living_room_2"": 53, ""service_porch_1"": 0, ""service_porch_2"": 0, ""stair"": 72}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","[""living_room_1"", ""living_room_2"", ""stair""]","[""stair"", ""living_room_1"", ""living_room_2""]",0.4,0.0,0
graph_5_T5_choice,5,T5_choice,graph_5,3,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 18.0, ""dining_room_2"": 18.0, ""front_porch_1"": 18.0, ""front_porch_2"": 18.0, ""hall_1"": 40.0, ""hall_2"": 40.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 42.0, ""living_room_1"": 51.0, ""living_room_2"": 51.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 64.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 18.0, ""dining_room_2"": 18.0, ""front_porch_1"": 18.0, ""front_porch_2"": 18.0, ""hall_1"": 40.0, ""hall_2"": 40.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 42.0, ""living_room_1"": 51.0, ""living_room_2"": 51.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 64.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","[""living_room_1"", ""living_room_2"", ""stair""]","[""stair"", ""living_room_1"", ""living_room_2""]",0.4,0.0,0
graph_5_T5_choice,5,T5_choice,graph_5,4,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 9.0, ""dining_room_2"": 9.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 4.0, ""kitchen_2"": 4.0, ""landing"": 42.0, ""living_room_1"": 44.0, ""living_room_2"": 44.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 57.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 9.0, ""dining_room_2"": 9.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 4.0, ""kitchen_2"": 4.0, ""landing"": 42.0, ""living_room_1"": 44.0, ""living_room_2"": 44.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 57.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","[""living_room_1"", ""living_room_2"", ""stair""]","[""stair"", ""living_room_1"", ""living_room_2""]",0.4,0.0,0
graph_5_T5_choice,5,T5_choice,graph_5,5,"{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 18.0, ""dining_room_2"": 18.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 40.0, ""living_room_1"": 53.0, ""living_room_2"": 53.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 57.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","{""metric_values"": {""bath_room_1"": 0.0, ""bath_room_2"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""bed_room_3"": 0.0, ""bed_room_4"": 0.0, ""dining_room_1"": 18.0, ""dining_room_2"": 18.0, ""front_porch_1"": 17.0, ""front_porch_2"": 17.0, ""hall_1"": 36.0, ""hall_2"": 36.0, ""kitchen_1"": 9.0, ""kitchen_2"": 9.0, ""landing"": 40.0, ""living_room_1"": 53.0, ""living_room_2"": 53.0, ""service_porch_1"": 0.0, ""service_porch_2"": 0.0, ""stair"": 57.0}, ""top_3_highest_choice"": [""stair"", ""living_room_1"", ""living_room_2""]}","[""living_room_1"", ""living_room_2"", ""stair""]","[""stair"", ""living_room_1"", ""living_room_2""]",0.4,0.0,0
