task_id,task_number,task_type,graph_name,run_idx,question,expected_metric_values,expected_top_3,raw_answer,parsed_answer,predicted_metric_values,predicted_top_3,metric_accuracy,metric_num_correct,metric_total_nodes,metric_correct_nodes,ranking_accuracy,ranking_num_correct,ranking_total_positions,ranking_correct_positions,overall_correct,per_node_relative_errors,model,temperature,rel_tolerance
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,5,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""metric_values"": {""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}","[""hall"", ""living_room"", ""bed_room_1""]",0.0,0,10,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:living_room""]",0,"{""bath_room"": 0.2500225002250023, ""bed_room_1"": 0.17645190322409865, ""bed_room_2"": 0.2500225002250023, ""dining_room"": 0.1578797783146227, ""front_porch"": 0.2173657849428705, ""hall"": 0.33338333458336467, ""kitchen"": 0.24997187535155804, ""living_room"": 0.1333173336533269, ""service_porch"": 0.20830989612629838, ""stair"": 0.2500225002250023}",claude-sonnet-4-6,0.2,0.05
graph_3_T5_choice,5,T5_choice,graph_3,1,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",0.6,6,10,"[""bath_room"", ""bed_room_2"", ""front_porch"", ""hall"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.0, ""bed_room_1"": null, ""bed_room_2"": 0.0, ""dining_room"": 0.5, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.3, ""living_room"": 0.09090909090909091, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_3_T5_choice,5,T5_choice,graph_3,2,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",0.6,6,10,"[""bath_room"", ""bed_room_2"", ""front_porch"", ""hall"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.0, ""bed_room_1"": null, ""bed_room_2"": 0.0, ""dining_room"": 0.5, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.3, ""living_room"": 0.09090909090909091, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_3_T5_choice,5,T5_choice,graph_3,3,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",0.6,6,10,"[""bath_room"", ""bed_room_2"", ""front_porch"", ""hall"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.0, ""bed_room_1"": null, ""bed_room_2"": 0.0, ""dining_room"": 0.5, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.3, ""living_room"": 0.09090909090909091, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_3_T5_choice,5,T5_choice,graph_3,4,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 14.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 14.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 14.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",0.6,6,10,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""front_porch"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.5, ""front_porch"": 0.0, ""hall"": 0.16, ""kitchen"": 0.3, ""living_room"": 0.2727272727272727, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_3_T5_choice,5,T5_choice,graph_3,5,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""front_porch"": 0.0, ""hall"": 25.0, ""kitchen"": 10.0, ""living_room"": 11.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""front_porch"": 0.0, ""hall"": 29.0, ""kitchen"": 7.0, ""living_room"": 10.0, ""service_porch"": 0.0, ""stair"": 0.0}","[""hall"", ""living_room"", ""kitchen""]",0.5,5,10,"[""bath_room"", ""bed_room_2"", ""front_porch"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.0, ""bed_room_1"": null, ""bed_room_2"": 0.0, ""dining_room"": 0.5, ""front_porch"": 0.0, ""hall"": 0.16, ""kitchen"": 0.3, ""living_room"": 0.09090909090909091, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,1,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.9091, ""sun_room"": 2.7273}","[""hall"", ""dining_room"", ""kitchen""]",0.0,0,12,[],1.0,3,3,"[""pos_1:hall"", ""pos_2:dining_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.1852108372377267, ""bed_room_1"": 0.20002640031680385, ""bed_room_2"": 0.20002640031680385, ""dining_room"": 0.09998900010999888, ""front_porch"": 0.055550462920524325, ""hall"": 0.23526366871562596, ""kitchen"": 0.09998900010999888, ""living_room"": 0.07695887629040454, ""service_entry"": 0.09998900010999888, ""sleeping_porch"": 0.24243333333333336, ""stair"": 0.1852108372377267, ""sun_room"": 0.15387544423760371}",claude-sonnet-4-6,0.2,0.05
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,2,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.4545, ""service_entry"": 3.0, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.4545, ""service_entry"": 3.0, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0, ""living_room"": 2.4545, ""service_entry"": 3.0, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1,12,"[""living_room""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:dining_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.1852108372377267, ""bed_room_1"": 0.16002992035904437, ""bed_room_2"": 0.16002992035904437, ""dining_room"": 0.09998900010999888, ""front_porch"": 0.08332569438078649, ""hall"": 0.23526366871562596, ""kitchen"": 0.09998900010999888, ""living_room"": 0.038458283973599586, ""service_entry"": 0.09998900010999888, ""sleeping_porch"": 0.21213333333333337, ""stair"": 0.1852108372377267, ""sun_room"": 0.15387544423760371}",claude-sonnet-4-6,0.2,0.05
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,3,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.5455, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.5455, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.5455, ""stair"": 2.9091, ""sun_room"": 2.7273}","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1,12,"[""living_room""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:dining_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.1852108372377267, ""bed_room_1"": 0.20002640031680385, ""bed_room_2"": 0.20002640031680385, ""dining_room"": 0.09998900010999888, ""front_porch"": 0.055550462920524325, ""hall"": 0.23526366871562596, ""kitchen"": 0.1499835001649983, ""living_room"": 0.038458283973599586, ""service_entry"": 0.13331866681333185, ""sleeping_porch"": 0.18183333333333337, ""stair"": 0.1852108372377267, ""sun_room"": 0.15387544423760371}",claude-sonnet-4-6,0.2,0.05
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,4,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.9091, ""bed_room_1"": 2.6364, ""bed_room_2"": 2.6364, ""dining_room"": 2.0, ""front_porch"": 3.0, ""hall"": 1.9091, ""kitchen"": 2.0909, ""living_room"": 2.4545, ""service_entry"": 3.0909, ""sleeping_porch"": 3.6364, ""stair"": 2.9091, ""sun_room"": 2.7273}","[""hall"", ""dining_room"", ""kitchen""]",0.08333333333333333,1,12,"[""living_room""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:dining_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.1852108372377267, ""bed_room_1"": 0.16002992035904437, ""bed_room_2"": 0.16002992035904437, ""dining_room"": 0.09998900010999888, ""front_porch"": 0.08332569438078649, ""hall"": 0.23526366871562596, ""kitchen"": 0.1499835001649983, ""living_room"": 0.038458283973599586, ""service_entry"": 0.13331866681333185, ""sleeping_porch"": 0.21213333333333337, ""stair"": 0.1852108372377267, ""sun_room"": 0.15387544423760371}",claude-sonnet-4-6,0.2,0.05
graph_4_T4_mean_depth,4,T4_mean_depth,graph_4,5,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.4545, ""bed_room_1"": 2.2727, ""bed_room_2"": 2.2727, ""dining_room"": 1.8182, ""front_porch"": 3.2727, ""hall"": 1.5455, ""kitchen"": 1.8182, ""living_room"": 2.3636, ""service_entry"": 2.7273, ""sleeping_porch"": 3.0, ""stair"": 2.4545, ""sun_room"": 2.3636}","[""hall"", ""dining_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.8182, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.8182, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.8182, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.8182, ""sun_room"": 2.7273}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 2.9091, ""bed_room_1"": 2.7273, ""bed_room_2"": 2.7273, ""dining_room"": 2.0, ""front_porch"": 3.0909, ""hall"": 1.8182, ""kitchen"": 2.0, ""living_room"": 2.5455, ""service_entry"": 3.0, ""sleeping_porch"": 3.7273, ""stair"": 2.8182, ""sun_room"": 2.7273}","[""hall"", ""dining_room"", ""kitchen""]",0.0,0,12,[],1.0,3,3,"[""pos_1:hall"", ""pos_2:dining_room"", ""pos_3:kitchen""]",0,"{""bath_room"": 0.1852108372377267, ""bed_room_1"": 0.20002640031680385, ""bed_room_2"": 0.20002640031680385, ""dining_room"": 0.09998900010999888, ""front_porch"": 0.055550462920524325, ""hall"": 0.17644775153671946, ""kitchen"": 0.09998900010999888, ""living_room"": 0.07695887629040454, ""service_entry"": 0.09998900010999888, ""sleeping_porch"": 0.24243333333333336, ""stair"": 0.14817681808922392, ""sun_room"": 0.15387544423760371}",claude-sonnet-4-6,0.2,0.05
graph_4_T5_choice,5,T5_choice,graph_4,1,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 4.5, ""bed_room_2"": 4.5, ""dining_room"": 14.0, ""front_porch"": 0.0, ""hall"": 37.5, ""kitchen"": 16.5, ""living_room"": 10.5, ""service_entry"": 0.0, ""sleeping_porch"": 0.5, ""stair"": 0.0, ""sun_room"": 2.0}","[""hall"", ""kitchen"", ""dining_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 20.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 20.0, ""living_room"": 11.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 9.0}, ""top_3_highest_choice"": [""hall"", ""dining_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 20.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 20.0, ""living_room"": 11.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 9.0}, ""top_3_highest_choice"": [""hall"", ""dining_room"", ""kitchen""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 20.0, ""front_porch"": 0.0, ""hall"": 40.0, ""kitchen"": 20.0, ""living_room"": 11.0, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 9.0}","[""hall"", ""dining_room"", ""kitchen""]",0.4166666666666667,5,12,"[""bath_room"", ""front_porch"", ""living_room"", ""service_entry"", ""stair""]",0.3333333333333333,1,3,"[""pos_1:hall""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 1.0, ""bed_room_2"": 1.0, ""dining_room"": 0.42857142857142855, ""front_porch"": 0.0, ""hall"": 0.06666666666666667, ""kitchen"": 0.21212121212121213, ""living_room"": 0.047619047619047616, ""service_entry"": 0.0, ""sleeping_porch"": 1.0, ""stair"": 0.0, ""sun_room"": 3.5}",claude-sonnet-4-6,0.2,0.05
