condition,task_family,task_id,task_type,graph_name,run_idx,raw_answer,parsed_answer,expected_answer,normalized_model_answer,correct
kg,local,graph_5_L1,L1_direct_adjacency,graph_5,3,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1
kg,local,graph_5_L1,L1_direct_adjacency,graph_5,4,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1
kg,local,graph_5_L1,L1_direct_adjacency,graph_5,5,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1""]",1
kg,local,graph_5_L2,L2_degree_comparison,graph_5,1,"{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","""living_room_1""",1
kg,local,graph_5_L2,L2_degree_comparison,graph_5,2,"{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","""living_room_1""",1
kg,local,graph_5_L2,L2_degree_comparison,graph_5,3,"{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","""living_room_1""",1
kg,local,graph_5_L2,L2_degree_comparison,graph_5,4,"{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","""living_room_1""",1
kg,local,graph_5_L2,L2_degree_comparison,graph_5,5,"{""answer"": ""living_room_1""}","{""answer"": ""living_room_1""}","{""winner"": ""living_room_1"", ""degree_a"": 3, ""degree_b"": 2}","""living_room_1""",1
kg,local,graph_5_L3,L3_two_step_reachability,graph_5,1,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1
kg,local,graph_5_L3,L3_two_step_reachability,graph_5,2,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1
kg,local,graph_5_L3,L3_two_step_reachability,graph_5,3,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1
kg,local,graph_5_L3,L3_two_step_reachability,graph_5,4,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1
kg,local,graph_5_L3,L3_two_step_reachability,graph_5,5,"{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","{""answer"": [""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]}","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]","[""bath_room_1"", ""bed_room_1"", ""bed_room_2"", ""dining_room_1"", ""kitchen_1"", ""living_room_1"", ""service_porch_1""]",1
